language,uni_lemma,lexical_class,category,definition,word_clean
Spanish (European),mine,function_words,pronouns,mío/a,mía
Spanish (European),mine,function_words,pronouns,mío/mía,mía
Spanish (European),mine,function_words,pronouns,míos/mías,mías
Spanish (European),much,function_words,articles,mucho/a/os/as,mucha
Spanish (European),olive,nouns,food_drink,aceituna/s,aceitunas
Spanish (European),other,function_words,pronouns,otra/o,otro
Spanish (European),out,function_words,locations,fuera/afuera,afuera
Spanish (European),pants,nouns,clothing,pantalón/es,pantalónes
Spanish (European),pen,nouns,toys,bolígrafo/boli,boli
Spanish (European),potato,nouns,food_drink,patata/s,patatas
Spanish (European),puzzle,nouns,toys,puzzle/rompecabezas,rompecabezas
Spanish (European),refrigerator,nouns,household,nevera/frigorífico,frigorífico
Spanish (European),room,nouns,household,habitación/cuarto,cuarto
Spanish (European),sausage,nouns,food_drink,salchicha/s,salchichas
Spanish (European),shoe,nouns,clothing,zapatilla/s,zapatillas
Spanish (European),shoe,nouns,clothing,zapato/s,zapatos
Spanish (European),sick,adjectives,descriptive_words,enfermo/malito,malito
Spanish (European),small,adjectives,descriptive_words,pequeño/chiquitito,chiquitito
Spanish (European),sock,nouns,clothing,calcetín/es,calcetínes
Spanish (European),strawberry,nouns,food_drink,fresa/s,fresas
Spanish (European),that,function_words,pronouns,ese/esa/o,esa
Spanish (European),them,function_words,pronouns,ellos/as,ellas
Spanish (European),these,function_words,pronouns,éstos/éstas,éstas
Spanish (European),this,function_words,pronouns,este/a/o,esta
Spanish (European),those,function_words,pronouns,aquella/as/os,aquellas
Spanish (European),those,function_words,pronouns,esos/as,esas
Spanish (European),trolley,nouns,vehicles,carro/carrito,carrito
Spanish (European),you,function_words,pronouns,tu/tuyo,tuyo
Spanish (European),yours,function_words,pronouns,tuyo/tuya,tuya
Spanish (European),yours,function_words,pronouns,tuyos/tuyas,tuyas
Spanish (European),all,function_words,quantifiers,todo/a/os/as,todos
Spanish (European),all,function_words,quantifiers,todo/a/os/as,todas
Spanish (European),much,function_words,articles,mucho/a/os/as,muchos
Spanish (European),much,function_words,articles,mucho/a/os/as,muchas
Spanish (European),that,function_words,pronouns,ese/esa/o,eso
Spanish (European),this,function_words,pronouns,este/a/o,esto
Spanish (European),those,function_words,pronouns,aquella/as/os,aquellos
