"","language","uni_lemma","lexical_class","category","definition","word_clean"
"463","English (Australian)",NA,"adjectives","descriptive_words","first","first"
"464","English (Australian)",NA,"adjectives","descriptive_words","last","last"
"465","English (Australian)",NA,"adjectives","descriptive_words","long","long"
"466","English (Australian)",NA,"adjectives","descriptive_words","nasty","nasty"
"467","English (Australian)",NA,"adjectives","descriptive_words","noisy","noisy"
"468","English (Australian)",NA,"adjectives","descriptive_words","poor","poor"
"469","English (Australian)",NA,"adjectives","descriptive_words","quiet","quiet"
"470","English (Australian)",NA,"adjectives","descriptive_words","sticky","sticky"
"471","English (Australian)",NA,"adjectives","descriptive_words","stuck","stuck"
"472","English (Australian)",NA,"adjectives","descriptive_words","windy","windy"
"473","English (Australian)","belly button","nouns","body_parts","bellybutton/navel","navel"
"474","English (Australian)","bicycle","nouns","vehicles","bicycle/bike","bike"
"475","English (Australian)","block","nouns","toys","block/brick","brick"
"476","English (Australian)","bunny","nouns","animals","bunny/rabbit","rabbit"
"477","English (Australian)","cookie","nouns","food_drink","biscuit/bickie","bickie"
"478","English (Australian)","couch","nouns","furniture_rooms","couch/lounge/sofa","lounge"
"479","English (Australian)","firetruck","nouns","vehicles","fire truck/engine","engine"
"480","English (Australian)","foot","nouns","body_parts","foot/feet","feet"
"481","English (Australian)","kangaroo","nouns","animals","kangaroo/roo","roo"
"482","English (Australian)","living room","nouns","furniture_rooms","living/lounge room","lounge room"
"483","English (Australian)","oven","nouns","furniture_rooms","oven/stove","stove"
"484","English (Australian)","pajamas","nouns","clothing","pyjamas/jamies","jamies"
"485","English (Australian)","porch","nouns","furniture_rooms","veranda/porch","porch"
"486","English (Australian)","purse","nouns","household","purse/wallet","wallet"
"487","English (Australian)","telephone","nouns","household","telephone/phone","phone"
"488","English (Australian)","tooth","nouns","body_parts","tooth/teeth","teeth"
"489","English (Australian)","trash","nouns","household","garbage/rubbish","rubbish"
"490","English (Australian)","tummy","nouns","body_parts","stomach/tummy","tummy"
"491","English (Australian)","underpants","nouns","clothing","underpants/undies","undies"
"492","English (Australian)",NA,"nouns","vehicles","three wheeler/tricycle","tricycle"
"493","English (Australian)",NA,"nouns","toys","present/pressie","pressie"
"494","English (Australian)",NA,"nouns","food_drink","chewing gum/chewie","chewie"
"495","English (Australian)",NA,"nouns","food_drink","potato chip/crisps","crisps"
"496","English (Australian)",NA,"nouns","clothing","sunglasses/sunnies","sunnies"
"497","English (Australian)",NA,"nouns","household","serviette/napkin","napkin"
"498","English (Australian)",NA,"nouns","household","newspaper/paper","paper"
"499","English (Australian)","couch","nouns","furniture_rooms","couch/lounge/sofa","sofa"
