language,uni_lemma,lexical_class,category,definition,word_clean
French (Quebecois),tree,nouns,outside,arbre,arbre
French (Quebecois),tricycle,nouns,vehicles,tricycle,tricycle
French (Quebecois),truck,nouns,vehicles,camion,camion
French (Quebecois),try,verbs,action_words,essayer,essayer
French (Quebecois),tummy,nouns,body_parts,bedaine/ventre,bedaine
French (Quebecois),tuna,nouns,food_drink,thon,thon
French (Quebecois),turkey,nouns,animals,dinde,dinde
French (Quebecois),turn,verbs,action_words,tourner,tourner
French (Quebecois),turn on,verbs,action_words,allumer,allumer
French (Quebecois),turtle,nouns,animals,tortue,tortue
French (Quebecois),tv,nouns,furniture_rooms,télévision,télévision
French (Quebecois),under,function_words,locations,sous/en-dessous,sous
French (Quebecois),underpants,nouns,clothing,petite culotte,petite culotte
French (Quebecois),up,function_words,locations,en haut,en haut
French (Quebecois),vacuum,nouns,household,aspirateur,aspirateur
French (Quebecois),vagina,nouns,body_parts,vagin vulve,vagin
French (Quebecois),vagina,nouns,body_parts,vagin vulve,vulve
French (Quebecois),vanilla,nouns,food_drink,vanille,vanille
French (Quebecois),vitamins,nouns,food_drink,vitamine,vitamine
French (Quebecois),wait,verbs,action_words,attendre,attendre
French (Quebecois),wake,verbs,action_words,réveiller,réveiller
French (Quebecois),walk,verbs,action_words,marcher,marcher
French (Quebecois),want,verbs,action_words,vouloir,vouloir
French (Quebecois),wardrobe,nouns,furniture_rooms,garde-robe,garde-robe
French (Quebecois),wash,verbs,action_words,laver,laver
French (Quebecois),washing machine,nouns,furniture_rooms,laveuse,laveuse
French (Quebecois),watch (object),nouns,household,montre,montre
French (Quebecois),watch out,verbs,action_words,surveiller,surveiller
French (Quebecois),water (beverage),nouns,food_drink,eau (beverage),eau
French (Quebecois),water (not beverage),nouns,outside,eau (not beverage),eau
French (Quebecois),we,function_words,pronouns,nous,nous
French (Quebecois),wet,adjectives,descriptive_words,mouillé,mouillé
French (Quebecois),what,function_words,question_words,quoi,quoi
French (Quebecois),wheel,nouns,outside,roue,roue
French (Quebecois),when (question),function_words,question_words,quand,quand
French (Quebecois),where (question),function_words,question_words,où,où
French (Quebecois),which (question),function_words,question_words,lequel/laquelle,lequel
French (Quebecois),which (question),function_words,question_words,quel,quel
French (Quebecois),white,adjectives,descriptive_words,blanc,blanc
French (Quebecois),who,function_words,question_words,qui,qui
French (Quebecois),why,function_words,question_words,pourquoi,pourquoi
French (Quebecois),wind,nouns,outside,vent,vent
French (Quebecois),window,nouns,furniture_rooms,fenêtre,fenêtre
French (Quebecois),wipe,verbs,action_words,essuyer,essuyer
French (Quebecois),with,function_words,locations,avec,avec
French (Quebecois),wolf,nouns,animals,loup,loup
French (Quebecois),work (action),verbs,action_words,travailler,travailler
French (Quebecois),work (place),nouns,outside,travail/bureau,travail
French (Quebecois),write,verbs,action_words,écrire,écrire
French (Quebecois),yard,nouns,outside,cour,cour
French (Quebecois),yellow,adjectives,descriptive_words,jaune,jaune
French (Quebecois),yogurt,nouns,food_drink,yogourt,yogourt
French (Quebecois),you,function_words,pronouns,toi,toi
French (Quebecois),you,function_words,pronouns,tu,tu
French (Quebecois),you,function_words,pronouns,vous,vous
French (Quebecois),your,function_words,pronouns,ton,ton
French (Quebecois),yucky,adjectives,descriptive_words,dégueulasse,dégueulasse
French (Quebecois),zebra,nouns,animals,zèbre,zèbre
French (Quebecois),zipper,nouns,clothing,zip/fermeture-éclair,zip
French (Quebecois),a,function_words,quantifiers,un/une,une
French (Quebecois),all,function_words,quantifiers,tout/toute,toute
French (Quebecois),balcony,nouns,outside,véranda/balcon,balcon
French (Quebecois),bathroom,nouns,furniture_rooms,salle de bain/toilette,toilette
French (Quebecois),beads,nouns,clothing,perles/boules,boules
French (Quebecois),beautiful,adjectives,descriptive_words,beau/belle,belle
French (Quebecois),big,adjectives,descriptive_words,gros/grand,grand
French (Quebecois),blanket,nouns,household,couverte/couverture,couverture
French (Quebecois),break,verbs,action_words,briser/casser,casser
French (Quebecois),broken,adjectives,descriptive_words,brisé/cassé,cassé
French (Quebecois),build,verbs,action_words,construire/bâtir,bâtir
French (Quebecois),couch,nouns,furniture_rooms,divan/sofa,sofa
French (Quebecois),crib,nouns,furniture_rooms,bassinette/berceau,berceau
French (Quebecois),crocodile,nouns,animals,alligator/crocodile,crocodile
French (Quebecois),cute,adjectives,descriptive_words,mignon/cute,cute
French (Quebecois),down,function_words,locations,à terre/par terre,par terre
French (Quebecois),in front,function_words,locations,devant/en avant,en avant
French (Quebecois),naughty,adjectives,descriptive_words,tannant/méchant,méchant
French (Quebecois),on,function_words,locations,sur/dessus,dessus
French (Quebecois),our,function_words,pronouns,nôtre/nos,nos
French (Quebecois),pasta,nouns,food_drink,nouilles/pâtes,pâtes
French (Quebecois),peanut butter,nouns,food_drink,beurre de pinotte/d'arachide,beurre darachide
French (Quebecois),pen/pencil,nouns,toys,crayon/stylo,stylo
French (Quebecois),pipe,nouns,outside,tuyau/boyau,boyau
French (Quebecois),purse,nouns,household,sacoche/sac à main,sac à main
French (Quebecois),refrigerator,nouns,furniture_rooms,frigidaire/frigo,frigo
French (Quebecois),sad,adjectives,descriptive_words,triste / (avoir)peine,peine
French (Quebecois),sink,nouns,furniture_rooms,évier/lavabo,lavabo
French (Quebecois),some,function_words,quantifiers,de/du,du
French (Quebecois),teddybear,nouns,animals,ourson/nounours,nounours
French (Quebecois),the,function_words,quantifiers,le/la,la
French (Quebecois),there,function_words,locations,là/là-bas,là-bas
French (Quebecois),tissue,nouns,household,mouchoir/kleenex,kleenex
French (Quebecois),toast,nouns,food_drink,toast/rôtie,rôtie
French (Quebecois),tummy,nouns,body_parts,bedaine/ventre,ventre
French (Quebecois),under,function_words,locations,sous/en-dessous,en-dessous
French (Quebecois),which (question),function_words,question_words,lequel/laquelle,laquelle
French (Quebecois),work (place),nouns,outside,travail/bureau,bureau
French (Quebecois),zipper,nouns,clothing,zip/fermeture-éclair,fermeture-éclair
